name,from,to,departure,fare_sl,fare_1ac,fare_2ac,fare_3ac
Kolkata Intercity Express 41724,Kishanganj,Pakur,18:17,548,1970,220,998
Bihar Bengal Express 41725,Kishanganj,Pakur,19:52,560,2012,224,1020
Sundarban Express 41726,Kishanganj,Pakur,21:27,572,2053,229,1040
Teesta Express 41727,Kishanganj,Pakur,23:02,584,2094,234,1061
Rajdhani Regional Express 41728,Kishanganj,Pakur,00:37,596,2136,238,1083
East Corridor Express 41729,Kishanganj,Pakur,02:12,608,2177,243,1104
Jan Seva Express 41730,Kishanganj,Pakur,03:47,620,2219,248,1125
Eastern India Express 41731,Kishanganj,Hazaribagh Town,16:32,559,2008,224,1017
Ganga Valley Express 41732,Kishanganj,Hazaribagh Town,18:07,571,2049,228,1039
North Bengal Express 41733,Kishanganj,Hazaribagh Town,19:42,583,2091,233,1060
Kolkata Intercity Express 41734,Kishanganj,Hazaribagh Town,21:17,595,2132,238,1081
Bihar Bengal Express 41735,Kishanganj,Hazaribagh Town,22:52,607,2174,243,1102
Sundarban Express 41736,Kishanganj,Hazaribagh Town,00:27,619,2215,247,1123
Teesta Express 41737,Kishanganj,Hazaribagh Town,02:02,631,2256,252,1144
Rajdhani Regional Express 41738,Kishanganj,Hazaribagh Town,03:37,643,2298,256,1166
East Corridor Express 41739,Kishanganj,Hazaribagh Town,05:12,655,2339,261,1187
Jan Seva Express 41740,Kishanganj,Hazaribagh Town,06:47,667,2381,266,1208
Eastern India Express 41741,Kishanganj,Latehar,19:14,386,1411,157,712
Ganga Valley Express 41742,Kishanganj,Latehar,20:49,398,1453,161,734
North Bengal Express 41743,Kishanganj,Latehar,22:24,410,1494,166,755
Kolkata Intercity Express 41744,Kishanganj,Latehar,23:59,422,1535,171,776
Bihar Bengal Express 41745,Kishanganj,Latehar,01:34,434,1577,175,798
Sundarban Express 41746,Kishanganj,Latehar,03:09,446,1618,180,818
Teesta Express 41747,Kishanganj,Latehar,04:44,458,1660,185,839
Rajdhani Regional Express 41748,Kishanganj,Latehar,06:19,470,1701,189,861
East Corridor Express 41749,Kishanganj,Latehar,07:54,482,1742,194,882
Jan Seva Express 41750,Kishanganj,Latehar,09:29,494,1784,199,903
Eastern India Express 41751,Kishanganj,Lohardaga,22:06,216,825,91,413
Ganga Valley Express 41752,Kishanganj,Lohardaga,23:41,228,866,96,434
North Bengal Express 41753,Kishanganj,Lohardaga,01:16,240,908,100,456
Kolkata Intercity Express 41754,Kishanganj,Lohardaga,02:51,252,949,105,476
Bihar Bengal Express 41755,Kishanganj,Lohardaga,04:26,264,990,109,498
Sundarban Express 41756,Kishanganj,Lohardaga,06:01,276,1032,114,519
Teesta Express 41757,Kishanganj,Lohardaga,07:36,288,1073,119,540
Rajdhani Regional Express 41758,Kishanganj,Lohardaga,09:11,300,1115,124,561
East Corridor Express 41759,Kishanganj,Lohardaga,10:46,312,1156,128,582
Jan Seva Express 41760,Kishanganj,Lohardaga,12:21,324,1197,133,603
Eastern India Express 41761,Kishanganj,Chaibasa,00:55,480,1736,193,879
Ganga Valley Express 41762,Kishanganj,Chaibasa,02:30,492,1777,198,899
North Bengal Express 41763,Kishanganj,Chaibasa,04:05,504,1818,203,920
Kolkata Intercity Express 41764,Kishanganj,Chaibasa,05:40,516,1860,207,942
Bihar Bengal Express 41765,Kishanganj,Chaibasa,07:15,528,1901,212,963
Sundarban Express 41766,Kishanganj,Chaibasa,08:50,540,1943,217,984
Teesta Express 41767,Kishanganj,Chaibasa,10:25,552,1984,221,1005
Rajdhani Regional Express 41768,Kishanganj,Chaibasa,12:00,564,2025,226,1026
East Corridor Express 41769,Kishanganj,Chaibasa,13:35,576,2067,230,1048
Jan Seva Express 41770,Kishanganj,Chaibasa,15:10,588,2108,235,1069
Eastern India Express 41771,Kishanganj,Giridih,03:44,548,1970,220,998
Ganga Valley Express 41772,Kishanganj,Giridih,05:19,560,2012,224,1020
North Bengal Express 41773,Kishanganj,Giridih,06:54,572,2053,229,1040
Kolkata Intercity Express 41774,Kishanganj,Giridih,08:29,584,2094,234,1061
Bihar Bengal Express 41775,Kishanganj,Giridih,10:04,596,2136,238,1083
Sundarban Express 41776,Kishanganj,Giridih,11:39,608,2177,243,1104
Teesta Express 41777,Kishanganj,Giridih,13:14,620,2219,248,1125
Rajdhani Regional Express 41778,Kishanganj,Giridih,14:49,632,2260,252,1146
East Corridor Express 41779,Kishanganj,Giridih,16:24,644,2301,257,1167
Jan Seva Express 41780,Kishanganj,Giridih,17:59,656,2343,261,1189
Eastern India Express 41781,Kishanganj,Khastri (Netaji Subhash Chandra Bose Gomoh),07:10,389,1422,158,718
Ganga Valley Express 41782,Kishanganj,Khastri (Netaji Subhash Chandra Bose Gomoh),08:45,401,1463,163,739
North Bengal Express 41783,Kishanganj,Khastri (Netaji Subhash Chandra Bose Gomoh),10:20,413,1504,167,760
Kolkata Intercity Express 41784,Kishanganj,Khastri (Netaji Subhash Chandra Bose Gomoh),11:55,425,1546,172,781
Bihar Bengal Express 41785,Kishanganj,Khastri (Netaji Subhash Chandra Bose Gomoh),13:30,437,1587,177,802
Sundarban Express 41786,Kishanganj,Khastri (Netaji Subhash Chandra Bose Gomoh),15:05,449,1629,181,824
Teesta Express 41787,Kishanganj,Khastri (Netaji Subhash Chandra Bose Gomoh),16:40,461,1670,186,845
Rajdhani Regional Express 41788,Kishanganj,Khastri (Netaji Subhash Chandra Bose Gomoh),18:15,473,1711,190,866
East Corridor Express 41789,Kishanganj,Khastri (Netaji Subhash Chandra Bose Gomoh),19:50,485,1753,195,887
Jan Seva Express 41790,Kishanganj,Khastri (Netaji Subhash Chandra Bose Gomoh),21:25,497,1794,200,908
Eastern India Express 41791,Kishanganj,Parasnath,09:26,262,983,109,494
Ganga Valley Express 41792,Kishanganj,Parasnath,11:01,274,1025,113,516
North Bengal Express 41793,Kishanganj,Parasnath,12:36,286,1066,118,536
Kolkata Intercity Express 41794,Kishanganj,Parasnath,14:11,298,1108,123,557
Bihar Bengal Express 41795,Kishanganj,Parasnath,15:46,310,1149,127,579
Sundarban Express 41796,Kishanganj,Parasnath,17:21,322,1190,132,600
Teesta Express 41797,Kishanganj,Parasnath,18:56,334,1232,137,621
Rajdhani Regional Express 41798,Kishanganj,Parasnath,20:31,346,1273,141,642
East Corridor Express 41799,Kishanganj,Parasnath,22:06,358,1315,146,663
Jan Seva Express 41800,Kishanganj,Parasnath,23:41,370,1356,151,684
Eastern India Express 41801,Kishanganj,Kumardhubi,12:17,393,1435,159,725
Ganga Valley Express 41802,Kishanganj,Kumardhubi,13:52,405,1477,164,746
North Bengal Express 41803,Kishanganj,Kumardhubi,15:27,417,1518,169,767
Kolkata Intercity Express 41804,Kishanganj,Kumardhubi,17:02,429,1560,173,789
Bihar Bengal Express 41805,Kishanganj,Kumardhubi,18:37,441,1601,178,810
Sundarban Express 41806,Kishanganj,Kumardhubi,20:12,453,1642,183,830
Teesta Express 41807,Kishanganj,Kumardhubi,21:47,465,1684,187,852
Rajdhani Regional Express 41808,Kishanganj,Kumardhubi,23:22,477,1725,192,873
East Corridor Express 41809,Kishanganj,Kumardhubi,00:57,489,1767,197,894
Jan Seva Express 41810,Kishanganj,Kumardhubi,02:32,501,1808,201,916
Eastern India Express 41811,Kishanganj,Godda,15:02,565,2029,226,1028
Ganga Valley Express 41812,Kishanganj,Godda,16:37,577,2070,231,1049
North Bengal Express 41813,Kishanganj,Godda,18:12,589,2112,236,1070
Kolkata Intercity Express 41814,Kishanganj,Godda,19:47,601,2153,240,1092
Bihar Bengal Express 41815,Kishanganj,Godda,21:22,613,2194,245,1112
Sundarban Express 41816,Kishanganj,Godda,22:57,625,2236,249,1134
Teesta Express 41817,Kishanganj,Godda,00:32,637,2277,254,1155
Rajdhani Regional Express 41818,Kishanganj,Godda,02:07,649,2319,259,1176
East Corridor Express 41819,Kishanganj,Godda,03:42,661,2360,263,1198
Jan Seva Express 41820,Kishanganj,Godda,05:17,673,2401,268,1218
Eastern India Express 41821,Kishanganj,Barharwa Junction,18:04,433,1573,175,795
Ganga Valley Express 41822,Kishanganj,Barharwa Junction,19:39,445,1615,180,816
North Bengal Express 41823,Kishanganj,Barharwa Junction,21:14,457,1656,184,838
Kolkata Intercity Express 41824,Kishanganj,Barharwa Junction,22:49,469,1698,189,859
Bihar Bengal Express 41825,Kishanganj,Barharwa Junction,00:24,481,1739,194,880
Sundarban Express 41826,Kishanganj,Barharwa Junction,01:59,493,1780,198,901
Teesta Express 41827,Kishanganj,Barharwa Junction,03:34,505,1822,203,922
Rajdhani Regional Express 41828,Kishanganj,Barharwa Junction,05:09,517,1863,208,943
East Corridor Express 41829,Kishanganj,Barharwa Junction,06:44,529,1905,212,965
Jan Seva Express 41830,Kishanganj,Barharwa Junction,08:19,541,1946,217,986
Eastern India Express 41831,Dehri-on-Sone,Howrah Junction,21:01,198,763,84,381
Ganga Valley Express 41832,Dehri-on-Sone,Howrah Junction,22:36,210,804,89,402
North Bengal Express 41833,Dehri-on-Sone,Howrah Junction,00:11,222,845,93,424
Kolkata Intercity Express 41834,Dehri-on-Sone,Howrah Junction,01:46,234,887,98,445
Bihar Bengal Express 41835,Dehri-on-Sone,Howrah Junction,03:21,246,928,102,466
Sundarban Express 41836,Dehri-on-Sone,Howrah Junction,04:56,258,970,107,487
Teesta Express 41837,Dehri-on-Sone,Howrah Junction,06:31,270,1011,112,508
Rajdhani Regional Express 41838,Dehri-on-Sone,Howrah Junction,08:06,282,1052,116,530
East Corridor Express 41839,Dehri-on-Sone,Howrah Junction,09:41,294,1094,121,551
Jan Seva Express 41840,Dehri-on-Sone,Howrah Junction,11:16,306,1135,126,571
Eastern India Express 41841,Dehri-on-Sone,Kolkata Sealdah,23:51,160,632,69,315
Ganga Valley Express 41842,Dehri-on-Sone,Kolkata Sealdah,01:26,172,673,74,335
North Bengal Express 41843,Dehri-on-Sone,Kolkata Sealdah,03:01,184,714,78,357
Kolkata Intercity Express 41844,Dehri-on-Sone,Kolkata Sealdah,04:36,196,756,83,378
Bihar Bengal Express 41845,Dehri-on-Sone,Kolkata Sealdah,06:11,208,797,88,399
Sundarban Express 41846,Dehri-on-Sone,Kolkata Sealdah,07:46,220,839,93,420
Teesta Express 41847,Dehri-on-Sone,Kolkata Sealdah,09:21,232,880,97,441
Rajdhani Regional Express 41848,Dehri-on-Sone,Kolkata Sealdah,10:56,244,921,102,462
East Corridor Express 41849,Dehri-on-Sone,Kolkata Sealdah,12:31,256,963,106,484
Jan Seva Express 41850,Dehri-on-Sone,Kolkata Sealdah,14:06,268,1004,111,505
Eastern India Express 41851,Dehri-on-Sone,Asansol Junction,02:42,331,1221,135,616
Ganga Valley Express 41852,Dehri-on-Sone,Asansol Junction,04:17,343,1263,140,637
North Bengal Express 41853,Dehri-on-Sone,Asansol Junction,05:52,355,1304,145,658
Kolkata Intercity Express 41854,Dehri-on-Sone,Asansol Junction,07:27,367,1346,149,680
Bihar Bengal Express 41855,Dehri-on-Sone,Asansol Junction,09:02,379,1387,154,700
Sundarban Express 41856,Dehri-on-Sone,Asansol Junction,10:37,391,1428,159,721
Teesta Express 41857,Dehri-on-Sone,Asansol Junction,12:12,403,1470,163,743
Rajdhani Regional Express 41858,Dehri-on-Sone,Asansol Junction,13:47,415,1511,168,764
East Corridor Express 41859,Dehri-on-Sone,Asansol Junction,15:22,427,1553,173,785
Jan Seva Express 41860,Dehri-on-Sone,Asansol Junction,16:57,439,1594,177,806
Eastern India Express 41861,Dehri-on-Sone,Kharagpur Junction,05:34,505,1822,203,922
Ganga Valley Express 41862,Dehri-on-Sone,Kharagpur Junction,07:09,517,1863,208,943
North Bengal Express 41863,Dehri-on-Sone,Kharagpur Junction,08:44,529,1905,212,965
Kolkata Intercity Express 41864,Dehri-on-Sone,Kharagpur Junction,10:19,541,1946,217,986
Bihar Bengal Express 41865,Dehri-on-Sone,Kharagpur Junction,11:54,553,1987,221,1007
Sundarban Express 41866,Dehri-on-Sone,Kharagpur Junction,13:29,565,2029,226,1028
Teesta Express 41867,Dehri-on-Sone,Kharagpur Junction,15:04,577,2070,231,1049
Rajdhani Regional Express 41868,Dehri-on-Sone,Kharagpur Junction,16:39,589,2112,236,1070
East Corridor Express 41869,Dehri-on-Sone,Kharagpur Junction,18:14,601,2153,240,1092
Jan Seva Express 41870,Dehri-on-Sone,Kharagpur Junction,19:49,613,2194,245,1112
Eastern India Express 41871,Dehri-on-Sone,New Jalpaiguri Junction,08:29,433,1573,175,795
Ganga Valley Express 41872,Dehri-on-Sone,New Jalpaiguri Junction,10:04,445,1615,180,816
North Bengal Express 41873,Dehri-on-Sone,New Jalpaiguri Junction,11:39,457,1656,184,838
Kolkata Intercity Express 41874,Dehri-on-Sone,New Jalpaiguri Junction,13:14,469,1698,189,859
Bihar Bengal Express 41875,Dehri-on-Sone,New Jalpaiguri Junction,14:49,481,1739,194,880
Sundarban Express 41876,Dehri-on-Sone,New Jalpaiguri Junction,16:24,493,1780,198,901
Teesta Express 41877,Dehri-on-Sone,New Jalpaiguri Junction,17:59,505,1822,203,922
Rajdhani Regional Express 41878,Dehri-on-Sone,New Jalpaiguri Junction,19:34,517,1863,208,943
East Corridor Express 41879,Dehri-on-Sone,New Jalpaiguri Junction,21:09,529,1905,212,965
Jan Seva Express 41880,Dehri-on-Sone,New Jalpaiguri Junction,22:44,541,1946,217,986
Eastern India Express 41881,Dehri-on-Sone,Durgapur,11:04,254,956,106,480
Ganga Valley Express 41882,Dehri-on-Sone,Durgapur,12:39,266,997,110,501
North Bengal Express 41883,Dehri-on-Sone,Durgapur,14:14,278,1039,115,522
Kolkata Intercity Express 41884,Dehri-on-Sone,Durgapur,15:49,290,1080,120,543
Bihar Bengal Express 41885,Dehri-on-Sone,Durgapur,17:24,302,1121,124,565
Sundarban Express 41886,Dehri-on-Sone,Durgapur,18:59,314,1163,129,586
Teesta Express 41887,Dehri-on-Sone,Durgapur,20:34,326,1204,133,607
Rajdhani Regional Express 41888,Dehri-on-Sone,Durgapur,22:09,338,1246,138,628
East Corridor Express 41889,Dehri-on-Sone,Durgapur,23:44,350,1287,143,649
Jan Seva Express 41890,Dehri-on-Sone,Durgapur,01:19,362,1328,148,670
Eastern India Express 41891,Dehri-on-Sone,Malda Town,13:56,393,1435,159,725
Ganga Valley Express 41892,Dehri-on-Sone,Malda Town,15:31,405,1477,164,746
North Bengal Express 41893,Dehri-on-Sone,Malda Town,17:06,417,1518,169,767
Kolkata Intercity Express 41894,Dehri-on-Sone,Malda Town,18:41,429,1560,173,789
Bihar Bengal Express 41895,Dehri-on-Sone,Malda Town,20:16,441,1601,178,810
Sundarban Express 41896,Dehri-on-Sone,Malda Town,21:51,453,1642,183,830
Teesta Express 41897,Dehri-on-Sone,Malda Town,23:26,465,1684,187,852
Rajdhani Regional Express 41898,Dehri-on-Sone,Malda Town,01:01,477,1725,192,873
East Corridor Express 41899,Dehri-on-Sone,Malda Town,02:36,489,1767,197,894
Jan Seva Express 41900,Dehri-on-Sone,Malda Town,04:11,501,1808,201,916
Eastern India Express 41901,Dehri-on-Sone,Burdwan Junction,16:52,262,983,109,494
Ganga Valley Express 41902,Dehri-on-Sone,Burdwan Junction,18:27,274,1025,113,516
North Bengal Express 41903,Dehri-on-Sone,Burdwan Junction,20:02,286,1066,118,536
Kolkata Intercity Express 41904,Dehri-on-Sone,Burdwan Junction,21:37,298,1108,123,557
Bihar Bengal Express 41905,Dehri-on-Sone,Burdwan Junction,23:12,310,1149,127,579
Sundarban Express 41906,Dehri-on-Sone,Burdwan Junction,00:47,322,1190,132,600
Teesta Express 41907,Dehri-on-Sone,Burdwan Junction,02:22,334,1232,137,621
Rajdhani Regional Express 41908,Dehri-on-Sone,Burdwan Junction,03:57,346,1273,141,642
East Corridor Express 41909,Dehri-on-Sone,Burdwan Junction,05:32,358,1315,146,663
Jan Seva Express 41910,Dehri-on-Sone,Burdwan Junction,07:07,370,1356,151,684
Eastern India Express 41911,Dehri-on-Sone,Santragachi Junction,19:46,389,1422,158,718
Ganga Valley Express 41912,Dehri-on-Sone,Santragachi Junction,21:21,401,1463,163,739
North Bengal Express 41913,Dehri-on-Sone,Santragachi Junction,22:56,413,1504,167,760
Kolkata Intercity Express 41914,Dehri-on-Sone,Santragachi Junction,00:31,425,1546,172,781
Bihar Bengal Express 41915,Dehri-on-Sone,Santragachi Junction,02:06,437,1587,177,802
Sundarban Express 41916,Dehri-on-Sone,Santragachi Junction,03:41,449,1629,181,824
Teesta Express 41917,Dehri-on-Sone,Santragachi Junction,05:16,461,1670,186,845
Rajdhani Regional Express 41918,Dehri-on-Sone,Santragachi Junction,06:51,473,1711,190,866
East Corridor Express 41919,Dehri-on-Sone,Santragachi Junction,08:26,485,1753,195,887
Jan Seva Express 41920,Dehri-on-Sone,Santragachi Junction,10:01,497,1794,200,908
Eastern India Express 41921,Dehri-on-Sone,New Cooch Behar,22:31,548,1970,220,998
Ganga Valley Express 41922,Dehri-on-Sone,New Cooch Behar,00:06,560,2012,224,1020
North Bengal Express 41923,Dehri-on-Sone,New Cooch Behar,01:41,572,2053,229,1040
Kolkata Intercity Express 41924,Dehri-on-Sone,New Cooch Behar,03:16,584,2094,234,1061
Bihar Bengal Express 41925,Dehri-on-Sone,New Cooch Behar,04:51,596,2136,238,1083
Sundarban Express 41926,Dehri-on-Sone,New Cooch Behar,06:26,608,2177,243,1104
Teesta Express 41927,Dehri-on-Sone,New Cooch Behar,08:01,620,2219,248,1125
Rajdhani Regional Express 41928,Dehri-on-Sone,New Cooch Behar,09:36,632,2260,252,1146
East Corridor Express 41929,Dehri-on-Sone,New Cooch Behar,11:11,644,2301,257,1167
Jan Seva Express 41930,Dehri-on-Sone,New Cooch Behar,12:46,656,2343,261,1189
Eastern India Express 41931,Dehri-on-Sone,Rampurhat Junction,01:24,156,618,68,307
Ganga Valley Express 41932,Dehri-on-Sone,Rampurhat Junction,02:59,168,659,72,329
North Bengal Express 41933,Dehri-on-Sone,Rampurhat Junction,04:34,180,701,77,350
Kolkata Intercity Express 41934,Dehri-on-Sone,Rampurhat Junction,06:09,192,742,82,370
Bihar Bengal Express 41935,Dehri-on-Sone,Rampurhat Junction,07:44,204,783,86,392
Sundarban Express 41936,Dehri-on-Sone,Rampurhat Junction,09:19,216,825,91,413
Teesta Express 41937,Dehri-on-Sone,Rampurhat Junction,10:54,228,866,96,434
Rajdhani Regional Express 41938,Dehri-on-Sone,Rampurhat Junction,12:29,240,908,100,456
East Corridor Express 41939,Dehri-on-Sone,Rampurhat Junction,14:04,252,949,105,476
Jan Seva Express 41940,Dehri-on-Sone,Rampurhat Junction,15:39,264,990,109,498
Eastern India Express 41941,Dehri-on-Sone,Bandel Junction,04:11,216,825,91,413
Ganga Valley Express 41942,Dehri-on-Sone,Bandel Junction,05:46,228,866,96,434
North Bengal Express 41943,Dehri-on-Sone,Bandel Junction,07:21,240,908,100,456
Kolkata Intercity Express 41944,Dehri-on-Sone,Bandel Junction,08:56,252,949,105,476
Bihar Bengal Express 41945,Dehri-on-Sone,Bandel Junction,10:31,264,990,109,498
Sundarban Express 41946,Dehri-on-Sone,Bandel Junction,12:06,276,1032,114,519
Teesta Express 41947,Dehri-on-Sone,Bandel Junction,13:41,288,1073,119,540
Rajdhani Regional Express 41948,Dehri-on-Sone,Bandel Junction,15:16,300,1115,124,561
East Corridor Express 41949,Dehri-on-Sone,Bandel Junction,16:51,312,1156,128,582
Jan Seva Express 41950,Dehri-on-Sone,Bandel Junction,18:26,324,1197,133,603
Eastern India Express 41951,Dehri-on-Sone,Kolkata Railway Station,07:09,386,1411,157,712
Ganga Valley Express 41952,Dehri-on-Sone,Kolkata Railway Station,08:44,398,1453,161,734
North Bengal Express 41953,Dehri-on-Sone,Kolkata Railway Station,10:19,410,1494,166,755
Kolkata Intercity Express 41954,Dehri-on-Sone,Kolkata Railway Station,11:54,422,1535,171,776
Bihar Bengal Express 41955,Dehri-on-Sone,Kolkata Railway Station,13:29,434,1577,175,798
Sundarban Express 41956,Dehri-on-Sone,Kolkata Railway Station,15:04,446,1618,180,818
Teesta Express 41957,Dehri-on-Sone,Kolkata Railway Station,16:39,458,1660,185,839
Rajdhani Regional Express 41958,Dehri-on-Sone,Kolkata Railway Station,18:14,470,1701,189,861
East Corridor Express 41959,Dehri-on-Sone,Kolkata Railway Station,19:49,482,1742,194,882
Jan Seva Express 41960,Dehri-on-Sone,Kolkata Railway Station,21:24,494,1784,199,903
Eastern India Express 41961,Dehri-on-Sone,Adra Junction,09:49,559,2008,224,1017
Ganga Valley Express 41962,Dehri-on-Sone,Adra Junction,11:24,571,2049,228,1039
North Bengal Express 41963,Dehri-on-Sone,Adra Junction,12:59,583,2091,233,1060
Kolkata Intercity Express 41964,Dehri-on-Sone,Adra Junction,14:34,595,2132,238,1081
Bihar Bengal Express 41965,Dehri-on-Sone,Adra Junction,16:09,607,2174,243,1102
Sundarban Express 41966,Dehri-on-Sone,Adra Junction,17:44,619,2215,247,1123
Teesta Express 41967,Dehri-on-Sone,Adra Junction,19:19,631,2256,252,1144
Rajdhani Regional Express 41968,Dehri-on-Sone,Adra Junction,20:54,643,2298,256,1166
East Corridor Express 41969,Dehri-on-Sone,Adra Junction,22:29,655,2339,261,1187
Jan Seva Express 41970,Dehri-on-Sone,Adra Junction,00:04,667,2381,266,1208
