name,from,to,departure,fare_sitting,fare_sleeper
CityLink Travels 15110,Gaya Junction,Khastri (Netaji Subhash Chandra Bose Gomoh),16:50,254,433
Eastern Star Travels 15111,Gaya Junction,Parasnath,08:33,236,405
North Bengal Express Bus 15112,Gaya Junction,Parasnath,11:06,246,421
GreenLine Travels 15113,Gaya Junction,Parasnath,13:39,256,436
Royal Roadways 15114,Gaya Junction,Parasnath,16:12,266,452
CityLink Travels 15115,Gaya Junction,Parasnath,18:45,276,467
Eastern Star Travels 15116,Gaya Junction,Kumardhubi,10:28,405,667
North Bengal Express Bus 15117,Gaya Junction,Kumardhubi,13:01,415,683
GreenLine Travels 15118,Gaya Junction,Kumardhubi,15:34,425,698
Royal Roadways 15119,Gaya Junction,Kumardhubi,18:07,435,714
CityLink Travels 15120,Gaya Junction,Kumardhubi,20:40,445,729
Eastern Star Travels 15121,Gaya Junction,Godda,12:23,220,381
North Bengal Express Bus 15122,Gaya Junction,Godda,14:56,230,396
GreenLine Travels 15123,Gaya Junction,Godda,17:29,240,412
Royal Roadways 15124,Gaya Junction,Godda,20:02,250,427
CityLink Travels 15125,Gaya Junction,Godda,22:35,260,443
Eastern Star Travels 15126,Gaya Junction,Barharwa Junction,14:18,135,249
North Bengal Express Bus 15127,Gaya Junction,Barharwa Junction,16:51,145,264
GreenLine Travels 15128,Gaya Junction,Barharwa Junction,19:24,155,280
Royal Roadways 15129,Gaya Junction,Barharwa Junction,21:57,165,295
CityLink Travels 15130,Gaya Junction,Barharwa Junction,00:30,175,311
Eastern Star Travels 15131,Bhagalpur Junction,Howrah Junction,16:13,221,382
North Bengal Express Bus 15132,Bhagalpur Junction,Howrah Junction,18:46,231,398
GreenLine Travels 15133,Bhagalpur Junction,Howrah Junction,21:19,241,413
Royal Roadways 15134,Bhagalpur Junction,Howrah Junction,23:52,251,429
CityLink Travels 15135,Bhagalpur Junction,Howrah Junction,02:25,261,444
Eastern Star Travels 15136,Bhagalpur Junction,Kolkata Sealdah,18:08,129,239
North Bengal Express Bus 15137,Bhagalpur Junction,Kolkata Sealdah,20:41,139,255
GreenLine Travels 15138,Bhagalpur Junction,Kolkata Sealdah,23:14,149,270
Royal Roadways 15139,Bhagalpur Junction,Kolkata Sealdah,01:47,159,286
CityLink Travels 15140,Bhagalpur Junction,Kolkata Sealdah,04:20,169,301
Eastern Star Travels 15141,Bhagalpur Junction,Asansol Junction,20:03,196,343
North Bengal Express Bus 15142,Bhagalpur Junction,Asansol Junction,22:36,206,359
GreenLine Travels 15143,Bhagalpur Junction,Asansol Junction,01:09,216,374
Royal Roadways 15144,Bhagalpur Junction,Asansol Junction,03:42,226,390
CityLink Travels 15145,Bhagalpur Junction,Asansol Junction,06:15,236,405
Eastern Star Travels 15146,Bhagalpur Junction,Kharagpur Junction,21:58,311,522
North Bengal Express Bus 15147,Bhagalpur Junction,Kharagpur Junction,00:31,321,537
GreenLine Travels 15148,Bhagalpur Junction,Kharagpur Junction,03:04,331,553
Royal Roadways 15149,Bhagalpur Junction,Kharagpur Junction,05:37,341,568
CityLink Travels 15150,Bhagalpur Junction,Kharagpur Junction,08:10,351,584
Eastern Star Travels 15151,Bhagalpur Junction,New Jalpaiguri Junction,23:53,253,432
North Bengal Express Bus 15152,Bhagalpur Junction,New Jalpaiguri Junction,02:26,263,447
GreenLine Travels 15153,Bhagalpur Junction,New Jalpaiguri Junction,04:59,273,463
Royal Roadways 15154,Bhagalpur Junction,New Jalpaiguri Junction,07:32,283,478
CityLink Travels 15155,Bhagalpur Junction,New Jalpaiguri Junction,10:05,293,494
Eastern Star Travels 15156,Bhagalpur Junction,Durgapur,01:48,203,354
North Bengal Express Bus 15157,Bhagalpur Junction,Durgapur,04:21,213,370
GreenLine Travels 15158,Bhagalpur Junction,Durgapur,06:54,223,385
Royal Roadways 15159,Bhagalpur Junction,Durgapur,09:27,233,401
CityLink Travels 15160,Bhagalpur Junction,Durgapur,12:00,243,416
Eastern Star Travels 15161,Bhagalpur Junction,Malda Town,03:43,259,441
North Bengal Express Bus 15162,Bhagalpur Junction,Malda Town,06:16,269,456
GreenLine Travels 15163,Bhagalpur Junction,Malda Town,08:49,279,472
Royal Roadways 15164,Bhagalpur Junction,Malda Town,11:22,289,487
CityLink Travels 15165,Bhagalpur Junction,Malda Town,13:55,299,503
Eastern Star Travels 15166,Bhagalpur Junction,Burdwan Junction,05:38,148,269
North Bengal Express Bus 15167,Bhagalpur Junction,Burdwan Junction,08:11,158,284
GreenLine Travels 15168,Bhagalpur Junction,Burdwan Junction,10:44,168,300
Royal Roadways 15169,Bhagalpur Junction,Burdwan Junction,13:17,178,315
CityLink Travels 15170,Bhagalpur Junction,Burdwan Junction,15:50,188,331
Eastern Star Travels 15171,Bhagalpur Junction,Santragachi Junction,07:33,217,376
North Bengal Express Bus 15172,Bhagalpur Junction,Santragachi Junction,10:06,227,391
GreenLine Travels 15173,Bhagalpur Junction,Santragachi Junction,12:39,237,407
Royal Roadways 15174,Bhagalpur Junction,Santragachi Junction,15:12,247,422
CityLink Travels 15175,Bhagalpur Junction,Santragachi Junction,17:45,257,438
Eastern Star Travels 15176,Bhagalpur Junction,New Cooch Behar,09:28,329,549
North Bengal Express Bus 15177,Bhagalpur Junction,New Cooch Behar,12:01,339,565
GreenLine Travels 15178,Bhagalpur Junction,New Cooch Behar,14:34,349,580
Royal Roadways 15179,Bhagalpur Junction,New Cooch Behar,17:07,359,596
CityLink Travels 15180,Bhagalpur Junction,New Cooch Behar,19:40,369,611
Eastern Star Travels 15181,Bhagalpur Junction,Rampurhat Junction,11:23,176,312
North Bengal Express Bus 15182,Bhagalpur Junction,Rampurhat Junction,13:56,186,328
GreenLine Travels 15183,Bhagalpur Junction,Rampurhat Junction,16:29,196,343
Royal Roadways 15184,Bhagalpur Junction,Rampurhat Junction,19:02,206,359
CityLink Travels 15185,Bhagalpur Junction,Rampurhat Junction,21:35,216,374
Eastern Star Travels 15186,Bhagalpur Junction,Bandel Junction,13:18,104,201
North Bengal Express Bus 15187,Bhagalpur Junction,Bandel Junction,15:51,114,216
GreenLine Travels 15188,Bhagalpur Junction,Bandel Junction,18:24,124,232
Royal Roadways 15189,Bhagalpur Junction,Bandel Junction,20:57,134,247
CityLink Travels 15190,Bhagalpur Junction,Bandel Junction,23:30,144,263
Eastern Star Travels 15191,Bhagalpur Junction,Kolkata Railway Station,15:13,223,385
North Bengal Express Bus 15192,Bhagalpur Junction,Kolkata Railway Station,17:46,233,401
GreenLine Travels 15193,Bhagalpur Junction,Kolkata Railway Station,20:19,243,416
Royal Roadways 15194,Bhagalpur Junction,Kolkata Railway Station,22:52,253,432
CityLink Travels 15195,Bhagalpur Junction,Kolkata Railway Station,01:25,263,447
Eastern Star Travels 15196,Bhagalpur Junction,Adra Junction,17:08,343,571
North Bengal Express Bus 15197,Bhagalpur Junction,Adra Junction,19:41,353,587
GreenLine Travels 15198,Bhagalpur Junction,Adra Junction,22:14,363,602
Royal Roadways 15199,Bhagalpur Junction,Adra Junction,00:47,373,618
CityLink Travels 15200,Bhagalpur Junction,Adra Junction,03:20,383,633
Eastern Star Travels 15201,Bhagalpur Junction,Bolpur Shantiniketan,19:03,189,332
North Bengal Express Bus 15202,Bhagalpur Junction,Bolpur Shantiniketan,21:36,199,348
GreenLine Travels 15203,Bhagalpur Junction,Bolpur Shantiniketan,00:09,209,363
Royal Roadways 15204,Bhagalpur Junction,Bolpur Shantiniketan,02:42,219,379
CityLink Travels 15205,Bhagalpur Junction,Bolpur Shantiniketan,05:15,229,394
Eastern Star Travels 15206,Bhagalpur Junction,Bankura Junction,20:58,174,309
North Bengal Express Bus 15207,Bhagalpur Junction,Bankura Junction,23:31,184,325
GreenLine Travels 15208,Bhagalpur Junction,Bankura Junction,02:04,194,340
Royal Roadways 15209,Bhagalpur Junction,Bankura Junction,04:37,204,356
CityLink Travels 15210,Bhagalpur Junction,Bankura Junction,07:10,214,371
Eastern Star Travels 15211,Bhagalpur Junction,Katwa Junction,22:53,266,452
North Bengal Express Bus 15212,Bhagalpur Junction,Katwa Junction,01:26,276,467
GreenLine Travels 15213,Bhagalpur Junction,Katwa Junction,03:59,286,483
Royal Roadways 15214,Bhagalpur Junction,Katwa Junction,06:32,296,498
CityLink Travels 15215,Bhagalpur Junction,Katwa Junction,09:05,306,514
Eastern Star Travels 15216,Bhagalpur Junction,Hijli,00:48,195,342
North Bengal Express Bus 15217,Bhagalpur Junction,Hijli,03:21,205,357
GreenLine Travels 15218,Bhagalpur Junction,Hijli,05:54,215,373
Royal Roadways 15219,Bhagalpur Junction,Hijli,08:27,225,388
CityLink Travels 15220,Bhagalpur Junction,Hijli,11:00,235,404
Eastern Star Travels 15221,Bhagalpur Junction,Purulia Junction,02:43,270,458
North Bengal Express Bus 15222,Bhagalpur Junction,Purulia Junction,05:16,280,474
GreenLine Travels 15223,Bhagalpur Junction,Purulia Junction,07:49,290,489
Royal Roadways 15224,Bhagalpur Junction,Purulia Junction,10:22,300,505
CityLink Travels 15225,Bhagalpur Junction,Purulia Junction,12:55,310,520
Eastern Star Travels 15226,Bhagalpur Junction,Dankuni Junction,04:38,252,430
North Bengal Express Bus 15227,Bhagalpur Junction,Dankuni Junction,07:11,262,446
GreenLine Travels 15228,Bhagalpur Junction,Dankuni Junction,09:44,272,461
Royal Roadways 15229,Bhagalpur Junction,Dankuni Junction,12:17,282,477
CityLink Travels 15230,Bhagalpur Junction,Dankuni Junction,14:50,292,492
Eastern Star Travels 15231,Bhagalpur Junction,Chittaranjan,06:33,149,270
North Bengal Express Bus 15232,Bhagalpur Junction,Chittaranjan,09:06,159,286
GreenLine Travels 15233,Bhagalpur Junction,Chittaranjan,11:39,169,301
Royal Roadways 15234,Bhagalpur Junction,Chittaranjan,14:12,179,317
CityLink Travels 15235,Bhagalpur Junction,Chittaranjan,16:45,189,332
Eastern Star Travels 15236,Bhagalpur Junction,Siliguri Junction,08:28,148,269
North Bengal Express Bus 15237,Bhagalpur Junction,Siliguri Junction,11:01,158,284
GreenLine Travels 15238,Bhagalpur Junction,Siliguri Junction,13:34,168,300
Royal Roadways 15239,Bhagalpur Junction,Siliguri Junction,16:07,178,315
CityLink Travels 15240,Bhagalpur Junction,Siliguri Junction,18:40,188,331
Eastern Star Travels 15241,Bhagalpur Junction,Ranaghat Junction,10:23,263,447
North Bengal Express Bus 15242,Bhagalpur Junction,Ranaghat Junction,12:56,273,463
GreenLine Travels 15243,Bhagalpur Junction,Ranaghat Junction,15:29,283,478
Royal Roadways 15244,Bhagalpur Junction,Ranaghat Junction,18:02,293,494
CityLink Travels 15245,Bhagalpur Junction,Ranaghat Junction,20:35,303,509
Eastern Star Travels 15246,Bhagalpur Junction,Andal Junction,12:18,381,630
North Bengal Express Bus 15247,Bhagalpur Junction,Andal Junction,14:51,391,646
GreenLine Travels 15248,Bhagalpur Junction,Andal Junction,17:24,401,661
Royal Roadways 15249,Bhagalpur Junction,Andal Junction,19:57,411,677
CityLink Travels 15250,Bhagalpur Junction,Andal Junction,22:30,421,692
Eastern Star Travels 15251,Bhagalpur Junction,Krishnanagar City Junction,14:13,134,247
North Bengal Express Bus 15252,Bhagalpur Junction,Krishnanagar City Junction,16:46,144,263
GreenLine Travels 15253,Bhagalpur Junction,Krishnanagar City Junction,19:19,154,278
Royal Roadways 15254,Bhagalpur Junction,Krishnanagar City Junction,21:52,164,294
CityLink Travels 15255,Bhagalpur Junction,Krishnanagar City Junction,00:25,174,309
Eastern Star Travels 15256,Bhagalpur Junction,Digha,16:08,173,308
North Bengal Express Bus 15257,Bhagalpur Junction,Digha,18:41,183,323
GreenLine Travels 15258,Bhagalpur Junction,Digha,21:14,193,339
Royal Roadways 15259,Bhagalpur Junction,Digha,23:47,203,354
CityLink Travels 15260,Bhagalpur Junction,Digha,02:20,213,370
Eastern Star Travels 15261,Bhagalpur Junction,Shalimar,18:03,287,484
North Bengal Express Bus 15262,Bhagalpur Junction,Shalimar,20:36,297,500
GreenLine Travels 15263,Bhagalpur Junction,Shalimar,23:09,307,515
Royal Roadways 15264,Bhagalpur Junction,Shalimar,01:42,317,531
CityLink Travels 15265,Bhagalpur Junction,Shalimar,04:15,327,546
Eastern Star Travels 15266,Bhagalpur Junction,Midnapore,19:58,247,422
North Bengal Express Bus 15267,Bhagalpur Junction,Midnapore,22:31,257,438
GreenLine Travels 15268,Bhagalpur Junction,Midnapore,01:04,267,453
Royal Roadways 15269,Bhagalpur Junction,Midnapore,03:37,277,469
CityLink Travels 15270,Bhagalpur Junction,Midnapore,06:10,287,484
Eastern Star Travels 15271,Bhagalpur Junction,Berhampore Court,21:53,197,345
North Bengal Express Bus 15272,Bhagalpur Junction,Berhampore Court,00:26,207,360
GreenLine Travels 15273,Bhagalpur Junction,Berhampore Court,02:59,217,376
Royal Roadways 15274,Bhagalpur Junction,Berhampore Court,05:32,227,391
CityLink Travels 15275,Bhagalpur Junction,Berhampore Court,08:05,237,407
Eastern Star Travels 15276,Bhagalpur Junction,Naihati Junction,23:48,238,408
North Bengal Express Bus 15277,Bhagalpur Junction,Naihati Junction,02:21,248,424
GreenLine Travels 15278,Bhagalpur Junction,Naihati Junction,04:54,258,439
Royal Roadways 15279,Bhagalpur Junction,Naihati Junction,07:27,268,455
CityLink Travels 15280,Bhagalpur Junction,Naihati Junction,10:00,278,470
Eastern Star Travels 15281,Bhagalpur Junction,Patna Junction,01:43,159,286
North Bengal Express Bus 15282,Bhagalpur Junction,Patna Junction,04:16,169,301
GreenLine Travels 15283,Bhagalpur Junction,Patna Junction,06:49,179,317
Royal Roadways 15284,Bhagalpur Junction,Patna Junction,09:22,189,332
CityLink Travels 15285,Bhagalpur Junction,Patna Junction,11:55,199,348
Eastern Star Travels 15286,Bhagalpur Junction,Danapur,03:38,202,353
North Bengal Express Bus 15287,Bhagalpur Junction,Danapur,06:11,212,368
GreenLine Travels 15288,Bhagalpur Junction,Danapur,08:44,222,384
Royal Roadways 15289,Bhagalpur Junction,Danapur,11:17,232,399
CityLink Travels 15290,Bhagalpur Junction,Danapur,13:50,242,415
Eastern Star Travels 15291,Bhagalpur Junction,Muzaffarpur Junction,05:33,309,518
North Bengal Express Bus 15292,Bhagalpur Junction,Muzaffarpur Junction,08:06,319,534
GreenLine Travels 15293,Bhagalpur Junction,Muzaffarpur Junction,10:39,329,549
Royal Roadways 15294,Bhagalpur Junction,Muzaffarpur Junction,13:12,339,565
CityLink Travels 15295,Bhagalpur Junction,Muzaffarpur Junction,15:45,349,580
Eastern Star Travels 15296,Bhagalpur Junction,Gaya Junction,07:28,312,523
North Bengal Express Bus 15297,Bhagalpur Junction,Gaya Junction,10:01,322,539
GreenLine Travels 15298,Bhagalpur Junction,Gaya Junction,12:34,332,554
Royal Roadways 15299,Bhagalpur Junction,Gaya Junction,15:07,342,570
CityLink Travels 15300,Bhagalpur Junction,Gaya Junction,17:40,352,585
Eastern Star Travels 15301,Bhagalpur Junction,Darbhanga Junction,09:23,199,348
North Bengal Express Bus 15302,Bhagalpur Junction,Darbhanga Junction,11:56,209,363
GreenLine Travels 15303,Bhagalpur Junction,Darbhanga Junction,14:29,219,379
Royal Roadways 15304,Bhagalpur Junction,Darbhanga Junction,17:02,229,394
CityLink Travels 15305,Bhagalpur Junction,Darbhanga Junction,19:35,239,410
Eastern Star Travels 15306,Bhagalpur Junction,Samastipur Junction,11:18,319,534
North Bengal Express Bus 15307,Bhagalpur Junction,Samastipur Junction,13:51,329,549
GreenLine Travels 15308,Bhagalpur Junction,Samastipur Junction,16:24,339,565
Royal Roadways 15309,Bhagalpur Junction,Samastipur Junction,18:57,349,580
CityLink Travels 15310,Bhagalpur Junction,Samastipur Junction,21:30,359,596
Eastern Star Travels 15311,Bhagalpur Junction,Barauni Junction,13:13,202,353
North Bengal Express Bus 15312,Bhagalpur Junction,Barauni Junction,15:46,212,368
GreenLine Travels 15313,Bhagalpur Junction,Barauni Junction,18:19,222,384
Royal Roadways 15314,Bhagalpur Junction,Barauni Junction,20:52,232,399
CityLink Travels 15315,Bhagalpur Junction,Barauni Junction,23:25,242,415
Eastern Star Travels 15316,Bhagalpur Junction,Katihar Junction,15:08,159,286
North Bengal Express Bus 15317,Bhagalpur Junction,Katihar Junction,17:41,169,301
GreenLine Travels 15318,Bhagalpur Junction,Katihar Junction,20:14,179,317
Royal Roadways 15319,Bhagalpur Junction,Katihar Junction,22:47,189,332
CityLink Travels 15320,Bhagalpur Junction,Katihar Junction,01:20,199,348
Eastern Star Travels 15321,Bhagalpur Junction,Chhapra Junction,17:03,242,415
North Bengal Express Bus 15322,Bhagalpur Junction,Chhapra Junction,19:36,252,430
GreenLine Travels 15323,Bhagalpur Junction,Chhapra Junction,22:09,262,446
Royal Roadways 15324,Bhagalpur Junction,Chhapra Junction,00:42,272,461
CityLink Travels 15325,Bhagalpur Junction,Chhapra Junction,03:15,282,477
Eastern Star Travels 15326,Bhagalpur Junction,Ara Junction,18:58,197,345
North Bengal Express Bus 15327,Bhagalpur Junction,Ara Junction,21:31,207,360
GreenLine Travels 15328,Bhagalpur Junction,Ara Junction,00:04,217,376
Royal Roadways 15329,Bhagalpur Junction,Ara Junction,02:37,227,391
CityLink Travels 15330,Bhagalpur Junction,Ara Junction,05:10,237,407
Eastern Star Travels 15331,Bhagalpur Junction,Buxar Junction,20:53,256,436
North Bengal Express Bus 15332,Bhagalpur Junction,Buxar Junction,23:26,266,452
GreenLine Travels 15333,Bhagalpur Junction,Buxar Junction,01:59,276,467
Royal Roadways 15334,Bhagalpur Junction,Buxar Junction,04:32,286,483
CityLink Travels 15335,Bhagalpur Junction,Buxar Junction,07:05,296,498
Eastern Star Travels 15336,Bhagalpur Junction,Hajipur Junction,22:48,238,408
North Bengal Express Bus 15337,Bhagalpur Junction,Hajipur Junction,01:21,248,424
GreenLine Travels 15338,Bhagalpur Junction,Hajipur Junction,03:54,258,439
Royal Roadways 15339,Bhagalpur Junction,Hajipur Junction,06:27,268,455
CityLink Travels 15340,Bhagalpur Junction,Hajipur Junction,09:00,278,470
Eastern Star Travels 15341,Bhagalpur Junction,Sonpur Junction,00:43,305,512
North Bengal Express Bus 15342,Bhagalpur Junction,Sonpur Junction,03:16,315,528
GreenLine Travels 15343,Bhagalpur Junction,Sonpur Junction,05:49,325,543
Royal Roadways 15344,Bhagalpur Junction,Sonpur Junction,08:22,335,559
CityLink Travels 15345,Bhagalpur Junction,Sonpur Junction,10:55,345,574
Eastern Star Travels 15346,Bhagalpur Junction,Saharsa Junction,02:38,134,247
North Bengal Express Bus 15347,Bhagalpur Junction,Saharsa Junction,05:11,144,263
GreenLine Travels 15348,Bhagalpur Junction,Saharsa Junction,07:44,154,278
Royal Roadways 15349,Bhagalpur Junction,Saharsa Junction,10:17,164,294
CityLink Travels 15350,Bhagalpur Junction,Saharsa Junction,12:50,174,309
Eastern Star Travels 15351,Bhagalpur Junction,Purnea Junction,04:33,241,413
North Bengal Express Bus 15352,Bhagalpur Junction,Purnea Junction,07:06,251,429
GreenLine Travels 15353,Bhagalpur Junction,Purnea Junction,09:39,261,444
Royal Roadways 15354,Bhagalpur Junction,Purnea Junction,12:12,271,460
CityLink Travels 15355,Bhagalpur Junction,Purnea Junction,14:45,281,475
Eastern Star Travels 15356,Bhagalpur Junction,Kishanganj,06:28,359,596
North Bengal Express Bus 15357,Bhagalpur Junction,Kishanganj,09:01,369,611
GreenLine Travels 15358,Bhagalpur Junction,Kishanganj,11:34,379,627
Royal Roadways 15359,Bhagalpur Junction,Kishanganj,14:07,389,642
CityLink Travels 15360,Bhagalpur Junction,Kishanganj,16:40,399,658
Eastern Star Travels 15361,Bhagalpur Junction,Dehri-on-Sone,08:23,148,269
North Bengal Express Bus 15362,Bhagalpur Junction,Dehri-on-Sone,10:56,158,284
GreenLine Travels 15363,Bhagalpur Junction,Dehri-on-Sone,13:29,168,300
Royal Roadways 15364,Bhagalpur Junction,Dehri-on-Sone,16:02,178,315
CityLink Travels 15365,Bhagalpur Junction,Dehri-on-Sone,18:35,188,331
Eastern Star Travels 15366,Bhagalpur Junction,Sasaram Junction,10:18,149,270
North Bengal Express Bus 15367,Bhagalpur Junction,Sasaram Junction,12:51,159,286
GreenLine Travels 15368,Bhagalpur Junction,Sasaram Junction,15:24,169,301
